"state","year","margin","vote","class","termshouse","termssenate","dopen","population","presdemvoteshlag1","demvoteshlag1","demvoteshlag2","demvoteshfor1","demwinprv1","demwinprv2","dmidterm","dpresdem"
"Massachusetts",1924,-1.6500294,54.011559,2,16,1,0,4102000,27.84407,46.747425,49.654655,53.644604,0,1,0,0
"Massachusetts",1928,8.163661,59.388329,1,0,6,0,4217000,24.854977,48.609619,46.747425,54.011559,0,0,0,0
"Massachusetts",1930,9.3379946,41.020775,2,0,1,1,4250000,50.243782,53.644604,48.609619,59.388329,1,0,1,0
"Massachusetts",1934,22.012463,55.63559,1,0,9,0,4305000,50.638622,54.011559,53.644604,41.020775,1,1,1,1
"Massachusetts",1936,-7.508719,46.606186,2,0,1,1,4355000,50.638622,59.388329,54.011559,55.63559,1,1,0,1
"Massachusetts",1940,12.810659,39.721718,1,0,12,0,4318000,51.224625,41.020775,59.388329,46.606186,0,1,0,1
"Massachusetts",1946,-19.826927,51.346008,1,0,5,0,4494000,52.803307,46.606186,55.63559,46.424698,0,1,1,1
"Massachusetts",1948,-6.5218925,49.024887,2,0,3,0,4674000,52.803307,39.721718,46.606186,51.346008,0,0,0,1
"Massachusetts",1952,2.9967933,73.195274,1,3,1,0,4650000,54.661018,46.424698,39.721718,49.024887,0,0,0,1
"Massachusetts",1954,-1.516661,43.457664,2,0,6,0,4910000,45.461353,51.346008,46.424698,73.195274,1,0,1,0
"Massachusetts",1960,-12.731796,38.739037,2,0,9,0,5149000,40.374176,73.195274,49.024887,74.259781,1,0,0,0
"Massachusetts",1964,48.84214,62.143604,1,0,3,0,5448000,60.222157,43.457664,73.195274,38.739037,0,1,0,1
"Massachusetts",1966,-21.936161,34.727562,2,0,1,1,5535000,76.1866,74.259781,43.457664,62.143604,1,0,1,1
"Massachusetts",1970,25.153763,69.308723,1,0,6,0,5689170,63.00919,38.739037,74.259781,34.727562,0,1,1,0
"Massachusetts",1972,-28.795755,55.057812,2,0,4,0,5760302,63.00919,62.143604,38.739037,69.308723,1,0,0,0
"Massachusetts",1976,40.301617,60.811089,1,0,9,0,5743672,54.195698,34.727562,62.143604,55.057812,0,1,0,0
"Massachusetts",1978,10.207936,55.054295,2,2,1,0,5736469,56.11158,69.308723,34.727562,60.811089,1,0,1,1
"Massachusetts",1982,22.551838,64.973053,1,0,12,0,5771222,41.746338,55.057812,69.308723,55.054295,1,1,1,0
"Massachusetts",1984,10.124713,57.063515,2,0,1,1,5840773,41.746338,60.811089,55.057812,64.973053,1,1,0,0
"Massachusetts",1988,31.044022,58.074856,1,0,15,0,5979982,48.432457,55.054295,60.811089,57.063515,1,1,0,0
"Massachusetts",1990,14.195374,52.206749,2,0,4,0,6018664,53.22897,64.973053,55.054295,58.074856,1,1,1,0
"Massachusetts",1994,17.064774,72.689064,1,NA,NA,0,6031352,47.541626,57.063515,64.973053,52.206749,1,1,1,0
"Massachusetts",1996,7.4928226,80.028381,2,NA,NA,0,6085393,47.541626,58.074856,57.063515,72.689064,1,1,0,0
"Massachusetts",2000,58.240257,69.302467,1,NA,NA,0,6349364,61.474197,52.206749,58.074856,80.028381,1,1,0,0
"Massachusetts",2002,60.05677,65.858765,2,NA,NA,0,6417206,59.803795,72.689064,52.206749,69.302467,1,1,1,0
"Massachusetts",2008,34.931324,NA,2,NA,NA,0,6468967,61.935432,69.302467,80.028381,NA,1,1,0,0
"New Hampshire",1918,-7.1211934,40.2435,2,0,1,1,440000,49.12204,44.62516,NA,41.632523,0,NA,1,1
"New Hampshire",1920,-16.092232,37.680603,3,0,3,0,444000,49.12204,46.439404,44.62516,40.2435,0,0,0,1
"New Hampshire",1924,-19.512999,41.897251,2,0,4,0,457000,39.387276,41.632523,46.439404,37.680603,0,0,0,0
"New Hampshire",1926,-24.638796,50.345604,3,0,6,0,463000,34.715878,40.2435,41.632523,41.897251,0,0,1,0
"New Hampshire",1930,-15.97952,47.665386,2,0,7,0,466000,41.022682,37.680603,40.2435,50.345604,0,0,1,0
"New Hampshire",1932,1.0791302,45.7659,3,0,1,0,474000,41.022682,41.897251,37.680603,47.665386,0,0,0,0
"New Hampshire",1936,-4.1939945,45.394653,2,0,1,1,481000,48.987934,50.345604,41.897251,45.7659,1,0,0,1
"New Hampshire",1938,-8.4681988,49.069138,3,3,1,0,485000,49.726288,47.665386,50.345604,45.394653,0,1,1,1
"New Hampshire",1942,-9.2106934,41.166813,2,0,4,0,481000,53.220852,45.7659,47.665386,49.069138,0,0,1,1
"New Hampshire",1944,-1.8617243,38.028996,3,3,4,0,456000,53.220852,45.394653,45.7659,41.166813,0,0,0,1
"New Hampshire",1948,-16.976374,39.779781,2,0,7,0,520000,52.112358,49.069138,45.394653,38.028996,0,0,0,1
"New Hampshire",1954,-20.440435,39.654316,2,0,10,0,554000,39.077854,38.028996,41.166813,35.928364,0,0,1,0
"New Hampshire",1956,-28.143272,40.29063,3,4,3,0,566000,39.077854,39.779781,38.028996,39.654316,0,0,0,0
"New Hampshire",1962,-19.418739,40.703999,3,4,6,0,632000,46.582207,39.654316,35.928364,54.027603,0,0,1,1
"New Hampshire",1966,8.1319628,56.880753,2,0,4,1,681000,63.638176,40.29063,39.654316,40.703999,0,0,1,1
"New Hampshire",1972,13.763666,48.50462,2,0,7,0,781107,43.925289,40.703999,54.027603,49.655754,0,1,0,0
"New Hampshire",1978,-2.1988094,40.958519,2,0,1,0,891520,43.472691,49.655754,56.880753,47.847012,1,1,1,1
"New Hampshire",1980,-4.2937131,32.371349,3,0,1,1,920610,43.472691,48.50462,49.655754,40.958519,0,1,0,1
"New Hampshire",1984,-17.788744,31.394941,2,0,4,0,976864,28.350739,47.847012,48.50462,32.371349,0,0,0,0
"New Hampshire",1986,-30.589857,45.32692,3,0,4,0,1025053,30.945169,40.958519,47.847012,31.394941,0,0,1,0
"New Hampshire",1990,-33.868736,46.222095,2,3,1,1,1111831,36.334499,32.371349,40.958519,45.32692,0,0,1,0
"New Hampshire",1992,-2.8180063,28.220766,3,4,1,1,1112766,36.334499,31.394941,32.371349,46.222095,0,0,0,0
"New Hampshire",1996,-3.0300884,46.401646,2,NA,NA,0,1160768,38.859135,45.32692,31.394941,28.220766,0,0,0,0
"New Hampshire",1998,-39.559181,33.716896,3,NA,NA,0,1185823,49.324184,46.222095,45.32692,46.401646,0,0,1,0
"New Hampshire",2002,-4.4172316,51.589626,2,NA,NA,1,1269089,46.803181,28.220766,46.222095,33.716896,0,0,1,0
"New Hampshire",2004,-32.461201,36.81102,3,NA,NA,0,1290121,46.803181,46.401646,28.220766,51.589626,0,0,0,0
"New Hampshire",2008,6.3379169,NA,2,NA,NA,0,1315906,50.242275,33.716896,46.401646,36.81102,0,0,0,0
"New Hampshire",2010,-23.217234,NA,3,NA,NA,1,1316470,54.126896,51.589626,33.716896,NA,1,0,1,0
"Rhode Island",1916,8.8178072,52.167862,1,1,1,0,598000,39.042801,NA,NA,46.243122,NA,NA,0,1
"Rhode Island",1922,8.7853756,49.298695,1,1,4,0,644000,32.778706,46.243122,52.936085,41.798248,0,1,1,0
"Rhode Island",1924,-15.835348,49.168472,2,0,2,0,669000,32.778706,52.167862,46.243122,49.298695,1,0,0,0
"Rhode Island",1928,-1.2698561,57.12244,1,0,1,0,678000,36.459084,41.798248,52.167862,49.168472,0,1,0,0
"Rhode Island",1930,-1.1273801,48.611946,2,0,5,0,686000,50.15852,49.298695,41.798248,57.12244,0,0,1,0
"Rhode Island",1934,14.272488,55.161678,1,1,7,0,675000,55.079086,49.168472,49.298695,48.611946,0,0,1,1
"Rhode Island",1936,4.231307,57.967918,2,0,1,0,686000,55.079086,57.12244,49.168472,55.161678,1,0,0,1
"Rhode Island",1940,10.32336,55.112457,1,1,10,0,719000,52.96476,48.611946,57.12244,57.967918,1,1,0,1
"Rhode Island",1942,15.935842,59.287369,2,0,4,0,748000,56.728363,55.161678,48.611946,55.112457,1,1,1,1
"Rhode Island",1948,18.574738,59.289581,2,0,7,0,787000,58.593403,55.112457,57.967918,54.778599,1,1,0,1
"Rhode Island",1952,9.5572023,64.485847,1,0,3,0,802000,57.593788,59.287369,55.112457,59.289581,1,1,0,1
"Rhode Island",1954,18.579161,68.896683,2,0,10,0,816000,49.045593,54.778599,59.287369,64.485847,1,1,1,0
"Rhode Island",1958,28.971695,82.730728,1,0,6,0,858000,41.740517,59.289581,54.778599,68.896683,1,1,1,0
"Rhode Island",1960,37.793358,67.659462,2,0,1,1,859000,41.740517,64.485847,59.289581,82.730728,1,1,0,0
"Rhode Island",1964,65.461456,67.542244,1,0,9,0,885000,63.627708,68.896683,64.485847,67.659462,1,1,0,1
"Rhode Island",1966,35.318924,53.682961,2,0,4,0,899000,80.871773,82.730728,68.896683,67.542244,1,1,1,1
"Rhode Island",1970,36.081493,42.031204,1,0,12,0,949723,64.040962,67.659462,82.730728,53.682961,1,1,1,0
"Rhode Island",1972,7.9703751,75.112396,2,0,7,0,974790,64.040962,67.542244,67.659462,42.031204,1,1,0,0
"Rhode Island",1976,-15.708965,48.802139,1,0,1,1,946089,46.817009,53.682961,67.542244,75.112396,1,1,0,0
"Rhode Island",1978,50.224792,72.552574,2,0,10,0,951816,55.442005,42.031204,53.682961,48.802139,0,1,1,1
"Rhode Island",1982,-2.3957224,45.407425,1,0,4,0,954170,47.682148,75.112396,42.031204,72.552574,1,0,1,0
"Rhode Island",1984,45.105145,61.833199,2,0,13,0,961894,47.682148,48.802139,75.112396,45.407425,0,1,0,0
"Rhode Island",1988,-9.1851559,35.476624,1,0,7,0,996408,48.017365,72.552574,48.802139,61.833199,1,0,0,0
"Rhode Island",1990,23.666397,63.482224,2,0,16,0,1004649,55.645145,45.407425,72.552574,35.476624,0,1,1,0
"Rhode Island",1996,28.430447,78.392281,2,NA,NA,1,987858,47.036343,35.476624,61.833199,41.145206,0,1,0,0
"Rhode Island",2000,-15.731323,53.472424,1,NA,NA,0,1048259,59.712929,63.482224,35.476624,78.392281,1,0,0,0
"Rhode Island",2002,56.818211,73.404488,2,NA,NA,0,1065995,60.997391,41.145206,63.482224,53.472424,0,1,1,0
"Rhode Island",2006,7.0330591,NA,1,NA,NA,0,1063096,59.423428,78.392281,41.145206,73.404488,1,0,1,0
"Rhode Island",2008,46.808971,NA,2,NA,NA,0,1055003,59.423428,53.472424,78.392281,NA,1,1,0,0
"Vermont",1914,-56.035404,21.933214,3,0,9,0,362000,24.441118,NA,NA,23.442741,NA,NA,1,1
"Vermont",1916,-50.794697,32.066189,1,0,6,0,360000,24.441118,0,NA,21.933214,0,NA,0,1
"Vermont",1922,-35.867622,28.445885,1,6,1,1,354000,23.29088,21.933214,23.442741,26.52047,0,0,1,0
"Vermont",1926,-46.886055,44.849586,3,5,3,0,356000,15.671714,32.066189,21.933214,28.445885,0,0,1,0
"Vermont",1934,-2.671185,33.550587,1,0,3,0,357000,41.076069,44.849586,28.445885,34.325047,0,0,1,1
"Vermont",1944,-31.60944,21.989212,3,0,3,0,314000,44.923878,33.550587,34.325047,25.353149,0,0,0,1
"Vermont",1946,-49.270519,27.672476,1,0,2,1,342000,42.962311,34.187977,33.550587,21.989212,0,0,1,1
"Vermont",1950,-55.999149,33.604439,3,0,6,0,378000,36.923836,25.353149,34.187977,27.672476,0,0,1,1
"Vermont",1952,-44.644665,47.842369,1,0,5,0,375000,36.923836,21.989212,25.353149,33.604439,0,0,0,1
"Vermont",1956,-32.788544,33.066116,3,0,9,0,377000,28.207632,27.672476,21.989212,47.842369,0,0,0,0
"Vermont",1958,-4.3104439,46.52084,1,4,1,1,380000,27.809557,33.604439,27.672476,33.066116,0,0,1,0
"Vermont",1962,-33.867764,0,3,0,12,0,393000,41.348522,47.842369,33.604439,46.52084,0,0,1,1
"Vermont",1964,-6.9498005,40.201035,1,4,4,0,399000,41.348522,33.066116,47.842369,0,0,0,0,1
"Vermont",1968,-99.859573,49.469784,3,0,15,0,430000,66.299385,46.52084,33.066116,40.201035,0,0,0,1
"Vermont",1974,3.0860395,49.759048,3,0,1,1,473002,36.587185,40.201035,0,45.343029,0,0,1,0
"Vermont",1976,-4.6564398,47.225346,1,6,4,0,484928,36.587185,49.469784,40.201035,49.759048,1,0,0,0
"Vermont",1980,1.1684269,63.156635,3,0,4,1,511456,42.866005,45.343029,49.469784,47.225346,0,1,0,1
"Vermont",1982,-3.0416102,29.764982,1,6,7,0,519109,38.409153,49.759048,45.343029,63.156635,1,0,1,0
"Vermont",1986,28.659454,54.162014,3,0,7,0,534066,40.638809,47.225346,49.759048,29.764982,0,1,1,0
"Vermont",1988,-38.204834,40.566536,1,7,1,1,549763,40.638809,63.156635,47.225346,54.162014,1,0,0,0
"Vermont",1992,10.816863,72.215424,3,0,10,0,570115,47.578831,29.764982,63.156635,40.566536,0,1,0,0
"Vermont",1994,-9.7495165,25.425303,1,NA,NA,0,578900,46.11375,54.162014,29.764982,72.215424,1,0,1,0
"Vermont",1998,49.765457,70.627068,3,NA,NA,0,590579,53.354435,40.566536,54.162014,25.425303,0,1,1,0
"Vermont",2004,46.084087,64.326164,3,NA,NA,0,619920,50.634712,25.425303,72.215424,0,0,1,0,0
"Vermont",2006,-67.638016,NA,1,NA,NA,1,622892,58.937462,70.627068,25.425303,64.326164,1,0,1,0
"Vermont",2010,33.413837,NA,3,NA,NA,0,625741,67.455688,0,70.627068,NA,0,1,1,0
"Delaware",1918,-3.3434777,40.628941,2,1,3,0,220000,47.776489,49.66608,NA,49.811058,1,NA,1,1
"Delaware",1922,0.43396354,39.050053,1,0,2,0,214000,42.071808,47.82888,49.66608,40.628941,0,1,1,0
"Delaware",1928,-21.8999,46.155941,1,0,1,0,233000,36.800869,40.628941,49.811058,45.357975,0,1,0,0
"Delaware",1930,-9.1305103,52.976036,2,0,3,0,239000,33.798912,39.050053,40.628941,46.155941,0,0,1,0
"Delaware",1934,-7.1173549,50.633533,1,0,4,0,250000,48.112061,45.357975,39.050053,52.976036,0,0,1,1
"Delaware",1936,11.580616,44.921928,2,0,1,0,253000,48.112061,46.155941,45.357975,50.633533,0,0,0,1
"Delaware",1940,3.3326178,44.849487,1,0,1,0,269000,54.624111,52.976036,46.155941,44.921928,1,0,0,1
"Delaware",1942,-9.2464981,50.853836,2,0,1,1,279000,54.717022,50.633533,52.976036,44.849487,1,1,1,1
"Delaware",1946,-10.301021,45.508335,1,0,1,0,299000,54.375763,44.921928,50.633533,50.853836,0,1,1,1
"Delaware",1948,2.5763631,56.943409,2,0,1,0,312000,54.375763,44.849487,44.921928,45.508335,0,0,0,1
"Delaware",1952,-8.9833345,46.720886,1,0,4,0,341000,48.760723,50.853836,44.849487,56.943409,1,0,0,1
"Delaware",1954,13.886822,49.286022,2,0,4,0,368000,47.875305,45.508335,50.853836,46.720886,0,1,1,0
"Delaware",1958,-6.5582275,48.255383,1,0,7,0,433000,44.621548,56.943409,45.508335,49.286022,1,0,1,0
"Delaware",1960,-1.4279574,40.881657,2,3,1,0,446000,44.621548,46.720886,56.943409,48.255383,0,1,0,0
"Delaware",1966,-18.236685,50.47514,2,3,4,0,516000,60.94973,48.255383,49.286022,40.101833,0,0,1,1
"Delaware",1970,-18.730911,43.607327,1,2,2,1,548104,41.608082,40.881657,48.255383,50.47514,0,0,1,0
"Delaware",1972,1.3758123,57.955723,2,0,1,0,572913,41.608082,40.101833,40.881657,43.607327,0,0,0,0
"Delaware",1976,-12.206313,44.204544,1,2,5,0,590166,39.183323,50.47514,40.101833,57.955723,1,0,0,0
"Delaware",1978,16.937536,60.110519,2,0,4,0,594776,51.984024,43.607327,50.47514,44.204544,0,1,1,1
"Delaware",1982,-10.967743,37.938667,1,2,8,0,599148,44.874146,57.955723,43.607327,60.110519,1,0,1,0
"Delaware",1984,20.221039,62.679291,2,0,7,0,611565,44.874146,44.204544,57.955723,37.938667,0,1,0,0
"Delaware",1988,-24.122667,42.483253,1,2,11,0,647622,39.932121,60.110519,44.204544,62.679291,1,0,0,0
"Delaware",1990,26.846214,60.040058,2,0,10,0,669063,43.477757,37.938667,60.110519,42.483253,0,1,1,0
"Delaware",1994,-13.331726,55.521881,1,NA,NA,0,708416,43.506653,62.679291,37.938667,60.040058,1,0,1,0
"Delaware",1996,21.908188,58.21991,2,NA,NA,0,727090,43.506653,42.483253,62.679291,55.521881,0,1,0,0
"Delaware",2000,11.826599,67.126198,1,NA,NA,0,783559,51.775467,60.040058,42.483253,58.21991,1,0,0,0
"Delaware",2002,17.416084,64.686516,2,NA,NA,0,806169,54.962124,55.521881,60.040058,67.126198,1,1,1,0
"Delaware",2006,39.68256,NA,1,NA,NA,0,859268,53.346836,58.21991,55.521881,64.686516,1,1,1,0
"New Jersey",1916,-17.089155,54.871403,1,0,1,0,2918000,41.192814,NA,NA,43.233841,NA,NA,0,1
"New Jersey",1918,-7.1086702,33.669895,2,0,1,1,3043000,42.678009,38.897404,NA,54.871403,0,NA,1,1
"New Jersey",1922,10.824492,41.840485,1,0,1,0,3380000,28.420383,43.233841,38.897404,33.669895,0,0,1,0
"New Jersey",1928,-16.02672,57.902302,1,0,1,0,3968000,27.41449,33.669895,54.871403,39,0,1,0,0
"New Jersey",1936,10.562929,45.809372,2,0,1,0,4084000,49.487202,57.902302,39,44.110931,1,0,0,1
"New Jersey",1942,-7.2826834,47.297852,2,0,1,0,4297000,51.483959,44.110931,54.898399,40.116737,0,1,1,1
"New Jersey",1946,-18.384892,43.618889,1,0,3,0,4492000,50.305206,45.809372,44.110931,47.297852,0,0,1,1
"New Jersey",1948,-2.69033,48.46825,2,0,1,1,4774000,50.305206,40.116737,45.809372,43.618889,0,0,0,1
"New Jersey",1952,-11.888152,51.390903,1,0,6,0,5125000,45.931252,47.297852,40.116737,48.46825,0,0,0,1
"New Jersey",1954,-0.19033551,43.21114,2,5,1,1,5360000,42.00452,43.618889,47.297852,51.390903,0,0,1,0
"New Jersey",1958,4.4938984,61.910629,1,2,1,1,5890000,34.228268,48.46825,43.618889,43.21114,0,0,1,0
"New Jersey",1960,-12.476641,36.984344,2,5,4,0,6067000,34.228268,51.390903,48.46825,61.910629,1,0,0,0
"New Jersey",1964,24.588171,54.015743,1,2,4,0,6660000,49.958874,43.21114,51.390903,36.984344,0,1,0,1
"New Jersey",1966,-23.035845,34.513077,2,5,7,0,6851000,65.606674,61.910629,43.21114,54.015743,1,0,1,1
"New Jersey",1970,11.859733,60.660534,1,2,7,0,7171112,43.966339,36.984344,61.910629,34.513077,0,1,1,0
"New Jersey",1972,-27.94796,55.3232,2,5,10,0,7335042,43.966339,54.015743,36.984344,60.660534,1,0,0,0
"New Jersey",1976,22.610748,50.937878,1,2,10,0,7339745,36.774334,34.513077,54.015743,55.3232,0,1,0,0
"New Jersey",1978,12.197095,64.158638,2,0,1,1,7350804,47.923912,60.660534,34.513077,50.937878,1,0,1,1
"New Jersey",1984,29.276825,50.442772,2,0,4,0,7515473,38.557991,50.937878,55.3232,53.550903,1,1,0,0
"New Jersey",1988,8.3667545,50.294102,1,4,3,0,7712333,39.197548,64.158638,50.937878,50.442772,1,1,0,0
"New Jersey",1990,3.0403585,52.67934,2,0,7,0,7757158,42.598145,53.550903,64.158638,50.294102,1,1,1,0
"New Jersey",1994,3.2723427,50.112946,1,NA,NA,0,7918796,42.95396,50.442772,53.550903,52.67934,1,1,1,0
"New Jersey",1996,10.107502,53.876305,2,NA,NA,1,8009624,42.95396,50.294102,50.442772,50.112946,1,1,0,0
"New Jersey",2002,9.9286947,56.030117,2,NA,NA,1,8552643,56.12561,50.112946,52.67934,53.369141,1,1,1,0
"New Jersey",2006,9.0249653,NA,1,NA,NA,0,8661679,52.923412,53.876305,50.112946,56.030117,1,1,1,0
"New Jersey",2008,14.076117,NA,2,NA,NA,0,8711090,52.923412,53.369141,53.876305,NA,1,1,0,0
"New York",1914,-4.9822421,32.902725,3,0,1,1,9585000,41.274746,NA,NA,39.214169,NA,NA,1,1
"New York",1916,-15.103719,52.598042,1,5,1,1,9848000,41.274746,42.05677,NA,32.902725,0,NA,0,1
"New York",1920,-19.460436,46.48407,3,0,4,0,282000,44.507046,39.214169,42.05677,52.598042,0,0,0,1
"New York",1922,11.587196,49.076385,1,0,1,0,589000,26.953062,32.902725,39.214169,46.48407,0,0,1,0
"New York",1926,4.0880737,55.773907,3,0,1,0,1257000,29.130325,52.598042,32.902725,49.076385,1,0,1,0
"New York",1928,1.1834025,55.340122,1,0,4,0,1599000,29.130325,46.48407,52.598042,55.773907,1,1,0,0
